"filename", "language", "YAML", "XML", "JSON", "Markdown", "C#", "comment", "blank", "total"
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Dispatchers\Dynamics365FinanceIntegrationEventProcessor.cs", "C#", 0, 0, 0, 0, 58, 25, 12, 95
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Dispatchers\IDynamics365FinanceIntegrationEventProcessor.cs", "C#", 0, 0, 0, 0, 8, 14, 6, 28
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Helpers\Dynamics365BusinessEventHelper.cs", "C#", 0, 0, 0, 0, 21, 18, 6, 45
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Helpers\Dynamics365FinanceAndOperationsClientHelper.cs", "C#", 0, 0, 0, 0, 18, 21, 5, 44
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Hexalith.Infrastructure.Dynamics365FinanceAndOperations.csproj", "XML", 0, 21, 0, 0, 0, 0, 3, 24
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Models\ErrorMessage.cs", "C#", 0, 0, 0, 0, 13, 20, 6, 39
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Models\ErrorResponse.cs", "C#", 0, 0, 0, 0, 9, 12, 4, 25
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Models\ICommonFilter.cs", "C#", 0, 0, 0, 0, 4, 8, 3, 15
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Models\ICommonPrimaryKey.cs", "C#", 0, 0, 0, 0, 4, 8, 3, 15
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Models\IFilter.cs", "C#", 0, 0, 0, 0, 4, 8, 3, 15
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Models\IODataElement.cs", "C#", 0, 0, 0, 0, 7, 18, 4, 29
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Models\IPerCompanyFilter.cs", "C#", 0, 0, 0, 0, 5, 12, 3, 20
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Models\IPerCompanyPrimaryKey.cs", "C#", 0, 0, 0, 0, 5, 12, 3, 20
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Models\IPrimaryKey.cs", "C#", 0, 0, 0, 0, 4, 8, 3, 15
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Models\ODataArrayResponse.cs", "C#", 0, 0, 0, 0, 16, 34, 6, 56
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Models\ODataElement.cs", "C#", 0, 0, 0, 0, 18, 19, 6, 43
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Models\PerCompanyFilter.cs", "C#", 0, 0, 0, 0, 14, 15, 5, 34
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Models\PerCompanyPrimaryKey.cs", "C#", 0, 0, 0, 0, 14, 15, 5, 34
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\README.md", "Markdown", 0, 0, 0, 1, 0, 0, 1, 2
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Security\Dynamics365FinanceAndOperationsSecurityContext.cs", "C#", 0, 0, 0, 0, 29, 21, 8, 58
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Security\IDynamics365FinanceAndOperationsSecurityContext.cs", "C#", 0, 0, 0, 0, 6, 20, 4, 30
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Services\CustomerGroups\CustomerGroup.cs", "C#", 0, 0, 0, 0, 21, 14, 4, 39
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Services\CustomerGroups\CustomerGroupCreate.cs", "C#", 0, 0, 0, 0, 45, 5, 15, 65
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Services\CustomerGroups\CustomerGroupKey.cs", "C#", 0, 0, 0, 0, 7, 18, 4, 29
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Dynamics365FinanceAndOperations\Services\CustomerGroups\CustomerGroupUpdate.cs", "C#", 0, 0, 0, 0, 41, 17, 14, 72
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Security.Abstractions\Hexalith.Infrastructure.Security.Abstractions.csproj", "XML", 0, 5, 0, 0, 0, 0, 1, 6
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Security.Abstractions\IApplicationSecurityContext.cs", "C#", 0, 0, 0, 0, 5, 14, 2, 21
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Security.Abstractions\README.md", "Markdown", 0, 0, 0, 1, 0, 0, 1, 2
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Serialization\Helpers\SerializationHelper.cs", "C#", 0, 0, 0, 0, 14, 14, 4, 32
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Serialization\Hexalith.Infrastructure.Serialization.csproj", "XML", 0, 10, 0, 0, 0, 0, 1, 11
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Serialization\PolymorphicTypeResolver.cs", "C#", 0, 0, 0, 0, 26, 10, 8, 44
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Serialization\README.md", "Markdown", 0, 0, 0, 7, 0, 0, 1, 8
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.Serialization\TypeNamePolymorphismOptions.cs", "C#", 0, 0, 0, 0, 62, 22, 15, 99
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.WebApis\Controllers\BindingController.cs", "C#", 0, 0, 0, 0, 73, 25, 16, 114
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.WebApis\Helpers\WebApiHelper.cs", "C#", 0, 0, 0, 0, 29, 14, 7, 50
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.WebApis\Hexalith.Infrastructure.WebApis.csproj", "XML", 0, 18, 0, 0, 0, 0, 2, 20
"d:\Hexalith\Hexalith\src\Core\Infrastructure\Hexalith.Infrastructure.WebApis\README.md", "Markdown", 0, 0, 0, 1, 0, 0, 1, 2
"d:\Hexalith\Hexalith\src\Core\Infrastructure\README.md", "Markdown", 0, 0, 0, 5, 0, 0, 2, 7
"d:\Hexalith\Hexalith\src\Core\README.md", "Markdown", 0, 0, 0, 7, 0, 0, 1, 8
"d:\Hexalith\Hexalith\src\Directory.Build.props", "XML", 0, 31, 0, 0, 0, 0, 1, 32
"d:\Hexalith\Hexalith\src\Hexalith.Build\Dependencies.props", "XML", 0, 5, 0, 0, 0, 0, 1, 6
"d:\Hexalith\Hexalith\src\Hexalith.Build\Project.Common.props", "XML", 0, 15, 0, 0, 0, 5, 6, 26
"d:\Hexalith\Hexalith\src\README.md", "Markdown", 0, 0, 0, 2, 0, 0, 3, 5
"d:\Hexalith\Hexalith\test\Directory.Build.props", "XML", 0, 23, 0, 0, 0, 0, 1, 24
"d:\Hexalith\Hexalith\test\Hexalith.IntegrationTests\Dynamics365Finance\CustomerGroupTest.cs", "C#", 0, 0, 0, 0, 90, 5, 15, 110
"d:\Hexalith\Hexalith\test\Hexalith.IntegrationTests\Hexalith.IntegrationTests.csproj", "XML", 0, 31, 0, 0, 0, 0, 1, 32
"d:\Hexalith\Hexalith\test\Hexalith.IntegrationTests\Usings.cs", "C#", 0, 0, 0, 0, 3, 5, 2, 10
"d:\Hexalith\Hexalith\test\Hexalith.IntegrationTests\appsettings.json", "JSON", 0, 0, 19, 0, 0, 0, 0, 19
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Application\Envelopes\DummyMetadata.cs", "C#", 0, 0, 0, 0, 33, 5, 6, 44
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Application\Tasks\MetadataTest.cs", "C#", 0, 0, 0, 0, 37, 5, 8, 50
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Application\Tasks\ResiliencyPolicyTest.cs", "C#", 0, 0, 0, 0, 74, 6, 8, 88
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Application\Tasks\TaskProcessingHistoryTest.cs", "C#", 0, 0, 0, 0, 61, 5, 9, 75
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Application\Tasks\TaskProcessorTest.cs", "C#", 0, 0, 0, 0, 82, 5, 13, 100
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Common\Common\ConditionalValueTest.cs", "C#", 0, 0, 0, 0, 33, 28, 14, 75
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Common\Configuration\ConfigureSettingsTest.cs", "C#", 0, 0, 0, 0, 40, 6, 12, 58
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Common\Exceptions\ExceptionHelperTest.cs", "C#", 0, 0, 0, 0, 25, 5, 7, 37
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Common\Helpers\ArrayHelperTest.cs", "C#", 0, 0, 0, 0, 36, 5, 7, 48
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Common\Helpers\ExceptionHelperTest.cs", "C#", 0, 0, 0, 0, 24, 5, 6, 35
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Common\Helpers\ObjectToDictionnaryHelper.cs", "C#", 0, 0, 0, 0, 27, 6, 8, 41
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Common\Helpers\StringHelperTest.cs", "C#", 0, 0, 0, 0, 87, 5, 13, 105
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Common\Helpers\UniqueHelperTest.cs", "C#", 0, 0, 0, 0, 49, 5, 11, 65
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Common\Maths\FibonacciTest.cs", "C#", 0, 0, 0, 0, 24, 5, 4, 33
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Domain\DummyBaseEvent.cs", "C#", 0, 0, 0, 0, 22, 5, 8, 35
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Domain\DummyEvent1.cs", "C#", 0, 0, 0, 0, 22, 5, 8, 35
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Domain\DummyEvent2.cs", "C#", 0, 0, 0, 0, 22, 5, 8, 35
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Infrastructure\DaprBus\DaprApplicationBusTest.cs", "C#", 0, 0, 0, 0, 37, 5, 8, 50
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Infrastructure\DaprEventStore\ActorEventStoreTest.cs", "C#", 0, 0, 0, 0, 283, 5, 31, 319
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Infrastructure\DaprEventStore\BaseTestEvent.cs", "C#", 0, 0, 0, 0, 30, 5, 10, 45
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Infrastructure\DaprEventStore\BaseTestEvent2.cs", "C#", 0, 0, 0, 0, 14, 5, 6, 25
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Infrastructure\Dynamics365Finance\BusinessEvents\BusinessEventTest.cs", "C#", 0, 0, 0, 0, 63, 6, 9, 78
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Infrastructure\Dynamics365Finance\BusinessEvents\DummyBusinessEvent.cs", "C#", 0, 0, 0, 0, 27, 5, 12, 44
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Infrastructure\Dynamics365Finance\Client\DummyEntity.cs", "C#", 0, 0, 0, 0, 16, 5, 7, 28
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Infrastructure\Dynamics365Finance\Client\Dynamics365FinanceAndOperationsClientMockTest.cs", "C#", 0, 0, 0, 0, 27, 5, 6, 38
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Infrastructure\Dynamics365Finance\Client\Dynamics365FinanceAndOperationsClientTest.cs", "C#", 0, 0, 0, 0, 63, 27, 9, 99
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Infrastructure\Dynamics365Finance\Client\ErrorMessageTest.cs", "C#", 0, 0, 0, 0, 30, 6, 7, 43
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Core\Infrastructure\Serialization\MessageJsonTypeInfoResolverTest.cs", "C#", 0, 0, 0, 0, 105, 5, 17, 127
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Hexalith.UnitTests.csproj", "XML", 0, 28, 0, 0, 0, 0, 1, 29
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\Usings.cs", "C#", 0, 0, 0, 0, 3, 5, 2, 10
"d:\Hexalith\Hexalith\test\Hexalith.UnitTests\appsettings.json", "JSON", 0, 0, 19, 0, 0, 0, 0, 19
"Total", "-", 191, 391, 56, 216, 5471, 3809, 1627, 11761
